name,address,phone,website,rating,reviews,status,lat,lng,category,commerce_mode,opening_hours,google_maps_url,onboarding_status,source
Arihant Blouses ( AtoZ Studio ),"3rd floor Chickpet plaza ES lane, Chickpet Rd, opp. jain temple, Ragipet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",096112 12344,http://atozstudio.in/,4.6,1487,OPERATIONAL,12.9690777,77.5769495,Textile,B,Monday: 10:30 AM – 7:30 PM,https://maps.google.com/?cid=4468384227795371269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Ashapuri Trading Company - Complete Tailoring Materials Store,"146, K R S Market, 8, Old Kasai Rd, Ragipet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",076763 32916,,4.8,20,OPERATIONAL,12.966806,77.5786488,Textile,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=11126402606646196657&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Blouse Piece (Thakurdas Dolumal),"109, D S Lane, Cross, Chickpet Rd, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",,,5,6,OPERATIONAL,12.968088799999999,77.5770824,Textile,B,Monday: 10:30 AM – 7:30 PM,https://maps.google.com/?cid=17137312458595203243&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Champaklal & Co.,"32, DK Ln, Cross, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",080 2226 0208,,5,20,OPERATIONAL,12.969800999999999,77.577865,Textile,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=504715536336831038&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Chimanlal & Co,"L J Complex, 105/5, DS Ln, behind P V R SILKS, Kumbarpet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",080 2287 2697,,4.5,46,OPERATIONAL,12.96804,77.5782132,Textile,B,Monday: 10:30 AM – 7:00 PM,https://maps.google.com/?cid=3648863189121687574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
HI FASHION (WHOLESALE DEALERS IN FANCY DRESS MATERIAL),"7, Shanti Bhawan, basement, AM Ln, cross, Chickpet, Bengaluru, Karnataka 560053, India",093537 49870,,3.6,9,OPERATIONAL,12.968575,77.5783747,Textile,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=17996740559011015679&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Hira Textiles,"No.70, ambica cloth market 1st floor, D K lane, Chickpet Rd, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",093425 44349,,4.3,10,OPERATIONAL,12.9691107,77.57885689999999,Textile,B,Monday: 10:00 AM – 8:30 PM,https://maps.google.com/?cid=2754083960928966722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
JINESHWAR FASHION,"2nd floor, No 200, Chickpet Rd, near Kala Mandir, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",063626 06730,http://atozstudio.in/,4.3,17,OPERATIONAL,12.9686801,77.577179,Textile,B,Monday: 10:00 AM – 7:30 PM,https://maps.google.com/?cid=15554551484859792018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
JP Fabrics,"2nd Floor, 3rd Cross, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",094800 30141,,4.9,14,OPERATIONAL,12.972603699999999,77.5788429,Textile,B,Monday: 10:00 AM – 8:30 PM,https://maps.google.com/?cid=1961837022252162801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Jalaram Market ( Textile Market),"XH9H+R89, DK Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",,,4,115,OPERATIONAL,12.969547299999999,77.5783682,Textile,B,Monday: 12:00 AM – 8:15 PM,https://maps.google.com/?cid=6246397104623403319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Jari & Silk House,"F-10, AM Ln, Cross, Chickpet, Bengaluru, Karnataka 560053, India",097420 32458,https://www.instagram.com/jashfabrics/?hl=en,4.5,26,OPERATIONAL,12.9692964,77.57763659999999,Textile,B,Monday: 10:30 AM – 7:30 PM,https://maps.google.com/?cid=10946546095342895805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Jhankar International,"number 34 RT Street 26 cross 1st floor sree kanteswara krupa M. Laxman rao, road, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",099647 87122,,4.2,44,OPERATIONAL,12.9705683,77.5776309,Textile,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=6917974373914125201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Kuber Kreation,"Floor, 39, 1 And 2, BT St, near Belli, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",098445 32524,,4.7,93,OPERATIONAL,12.9677212,77.5775565,Textile,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=8580224974385735488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
L D Fashion,"D N, R Market, 102, AM Ln, behind Devatha Market, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",099164 91972,,4.6,171,OPERATIONAL,12.969058799999999,77.5780084,Textile,B,Monday: 9:00 AM – 8:00 PM,https://maps.google.com/?cid=16398368740150978996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
"MATAJI FASHION, Wholesale for Dress Material, Top, kurties","#207 2nd floor Devatha market, AM Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",090082 91647,https://mataji-fashion-wholesale.grexa.site/,4.7,168,OPERATIONAL,12.9688715,77.5779921,Textile,B,Monday: 10:00 AM – 7:45 PM,https://maps.google.com/?cid=6437337104225479893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
METRO FABRICS,"127 ground floor, ganjam math, SBS Complex, near Lal Building, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",,https://www.indiamart.com/metro-fabrics-bengaluru/,4.7,3,OPERATIONAL,12.9681038,77.57638229999999,Textile,B,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=14965952008795341620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahalakshmi Silk Traders,"34, DK Ln, near Ashwin complex, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",074831 63757,,4.9,22,OPERATIONAL,12.9698278,77.5778024,Textile,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=13613620932842942450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahaveer - Wholesale and retail Dress material,"5, Devatha Market, A M Lane, Near-Byrappa & Sons, Chickpet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",099645 79807,,4.5,8,OPERATIONAL,12.9687903,77.5779408,Textile,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=1888218436369287818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahaveer Fashions- E.S LANE (CHICKPET),"No.10, 1st floor, E.S lane, Chickpet Rd, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",094481 49240,,4.9,18,OPERATIONAL,12.9694501,77.5772375,Textile,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=3414572473289877434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahendra Textiles - Wholesale Designer Sarees Collection,"B-34, DS Ln, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",080 4124 9900,,4.8,35,OPERATIONAL,12.9686509,77.5770625,Textile,B,Monday: 10:30 AM – 7:30 PM,https://maps.google.com/?cid=13584263155370052479&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Manish Textiles-Wholesale Textile Mall,"Ambika Cloth Market, 70, DK Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",094490 11409,,4.2,21,OPERATIONAL,12.9691163,77.5789848,Textile,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=8942463674107211167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Meera Fabrics | Best Raymond store,"11/4, E.S Ln, Chickpet Rd, Chickpet, Bengaluru, Karnataka 560053, India",098452 15492,https://www.instagram.com/meerafabricsindia/,4.9,273,OPERATIONAL,12.9693577,77.5773102,Textile,B,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=6373924601470681531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mehta Cotton Mills,"No.31, Akshay Tower, D.K. Lane Between S.S. Jain Sthanak & Choudhary Circle Chickpet Cross, XHCH+87F, 55, Rangaswamy Temple St, near Parshwamani Jewellers, near to Manak Mewa, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",080 2226 7685,,5,3,OPERATIONAL,12.969667999999999,77.57787619999999,Textile,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=10356142144552762173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Milap Tex,"16, DK Ln, Kumbarpet, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",096203 01221,https://www.instagram.com/milaptex?igsh=bXJ4dmFmMDhuOGM0&utm_source=qr,4.8,16,OPERATIONAL,12.9685283,77.5786959,Textile,B,Monday: 11:00 AM – 8:00 PM,https://maps.google.com/?cid=12533251379830216701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Modi Syndicate,"2nd Floor, Rishabdev Plaza, Shop No 35, DK Ln, near Digambar Jain Temple, Cross, Chickpet, Bengaluru, Karnataka 560053, India",080 4124 7535,,4.3,6,OPERATIONAL,12.9694746,77.5782627,Textile,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=10503697675886692774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Moksh Creation,"Shop no 13, 1, Chickpet Rd, Ragipet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",098441 73709,,4.6,240,OPERATIONAL,12.9690327,77.5769826,Textile,B,Monday: 10:30 AM – 9:00 PM,https://maps.google.com/?cid=4436791133379305041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Moti Creations,"Shop No 36, 3rd Floor, Komarla Towers, 349, Old Taluk Cutchery Rd, Basettypet, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",098444 12767,http://pearlfabrics.in/,4.8,135,OPERATIONAL,12.9709729,77.5740146,Textile,B,Monday: 11:30 AM – 8:30 PM,https://maps.google.com/?cid=15436115032713434409&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Motmal mangalchand Wholesale Nighty,"No 106/107, kallapa market, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",098444 46204,https://nfc.dgtechsoln.com/motmal-mangalchand/,4.9,234,OPERATIONAL,12.9682683,77.5765637,Textile,B,Monday: 10:00 AM – 8:30 PM,https://maps.google.com/?cid=17903103788224163387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Navrang Matching centre,"812, Chickpet Rd, near Shanti Bhawan, Kumbarpet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",091106 12745,,4.6,10,OPERATIONAL,12.9681494,77.5783628,Textile,B,Monday: 9:30 AM – 9:30 PM,https://maps.google.com/?cid=13546225051294329582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Navyug Textiles Agency,"No 70, 2nd floor, Ambica cloth market, T N Shetty Ln, Cross, Chickpet, Bengaluru, Karnataka 560053, India",087470 33541,,4.9,33,OPERATIONAL,12.9691192,77.5788252,Textile,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=824975557781241060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
P.Parasmal & Co wholesale Blouse shop,"A-3, S P Market, Chickpet Cross, AM Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",099167 98916,,4.8,4,OPERATIONAL,12.969041899999999,77.57819429999999,Textile,B,Monday: 10:30 AM – 7:00 PM,https://maps.google.com/?cid=9729081566944779231&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
PAVAN TEXTILES,"no.9, Basement,POONAM PLAZA , D.S. LANE ,CHICKPET CROSS, Kumbarpet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",094486 16879,,5,6,OPERATIONAL,12.9678284,77.5781708,Textile,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=8460881788648827399&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
PRADEEP FASHION,"4/1, VS Ln, opp. KUBERAN SILK, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",094492 49460,,4.8,301,OPERATIONAL,12.969687599999999,77.5770302,Textile,B,Monday: 9:00 AM – 8:30 PM,https://maps.google.com/?cid=17372750480480242428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Padmavathi Creations,"7&8 , 1st floor, Mangaldeep Market D.K Lane, Cross, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",093800 60367,,5,2,OPERATIONAL,12.9690944,77.5786691,Textile,B,Monday: 9:30 AM – 8:00 PM,https://maps.google.com/?cid=10583049076210736943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Pari textile,"Pari textile Nettakallappa market, Nettakallappa market, Diwan Khan Ln, Kumbarpet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",091085 83510,https://youtube.com/shorts/rdIO2SUO1w0?si=FS76STqADWRxjtew,4.6,37,OPERATIONAL,12.968409099999999,77.5788445,Textile,B,Monday: Open 24 hours,https://maps.google.com/?cid=13687894213647868225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Pawan Syndicate,"K.S. Market, 18/A, DK Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",070909 52104,,5,13,OPERATIONAL,12.969000800000002,77.57854800000001,Textile,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=4043715845488080884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Poonam Trading Co,"25/79, Renuka Building, AM Ln, cross, Chickpet, Bengaluru, Karnataka 560053, India",080 2226 6504,https://www.instagram.com/poonamtradingco_fabrics?igsh=MW4zeHV3dzc3MWdzcw==,4.4,288,OPERATIONAL,12.969581199999999,77.577095,Textile,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=3961449946419212907&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Poonam hi fashion,"2nd floor, C.M.A Shopping complex, 22, Chickpet Rd, opp. varamahalakshmi silks, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",,,4.2,26,OPERATIONAL,12.9695518,77.5760263,Textile,B,Monday: 8:00 AM – 9:30 PM,https://maps.google.com/?cid=1943319599970567275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Priya Fabrics,"8, 1st Cross, Kempegowda Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560009, India",098869 57356,,4,9,OPERATIONAL,12.972883999999999,77.579094,Textile,B,Monday: 11:00 AM – 8:00 PM,https://maps.google.com/?cid=10459204594507166839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
RAJ FASHIONS wholesale fancy unstiched dress materials,"No :- 12, Shanti Bhawan, opp. PVR SILKS AND SAREES, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",088619 64967,,4.5,36,OPERATIONAL,12.9686056,77.5783021,Textile,B,Monday: 10:00 AM – 7:00 PM,https://maps.google.com/?cid=5276653621399877332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
RAMESH COTTON INC,"maatasree mansion, 32, Jumma Masjid Road, Ballapurpet, Nagarathpete, Bengaluru, Karnataka 560002, India",097317 41753,https://wa.link/6du8x0,4.2,99,OPERATIONAL,12.9690716,77.5806635,Textile,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=12561351250611751048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
REDYMEND BLOUSE (memsaab) SHOP CHICKPET BANGALORE,"MT St, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",097403 90714,https://mem-saab-redymend-blouse.grexa.site/,4.8,9,OPERATIONAL,12.969839499999999,77.578868,Textile,B,Monday: 10:30 AM – 9:00 PM,https://maps.google.com/?cid=8075106759420081625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Rachna Fabrics,"53, Choudhary Circle, Choudhary Tower, 53, DK Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",095914 93321,,4.8,34,OPERATIONAL,12.9698092,77.5779799,Textile,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=4066252078559211827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Ramdev Fashion - Wholesaler ladies clothing,"No.05, sajjansha market, Chickpet Rd, opp. Raghavendra swamy temple, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",094814 57208,,4.9,27,OPERATIONAL,12.970015799999999,77.5750958,Textile,B,Monday: 9:00 AM – 8:00 PM,https://maps.google.com/?cid=13743306039388059279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Ronak International,"24, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",080 2234 3646,http://www.ronakinternational.in/contactus.html,3.8,182,OPERATIONAL,12.9720459,77.57932640000001,Textile,B,Monday: 10:00 AM – 7:00 PM,https://maps.google.com/?cid=1092443712998839996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Roopali Creations,"663, Ground Floor, Mallappa's New Market, Chickpet Rd, opposite Srivaru Silks, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",080 2225 3876,,4.8,17,OPERATIONAL,12.9698701,77.5759783,Textile,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=9374234244899379529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Shreeji Textiles,"675, Chickpet Rd, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",098443 12507,,4.5,160,OPERATIONAL,12.969435599999999,77.57628,Textile,B,Monday: 10:00 AM – 8:30 PM,https://maps.google.com/?cid=12073409548552455580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri Mahaveer Textiles,"20, 4 SQUARE, Hospital Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560009, India",078924 14448,https://sites.google.com/view/srimahaveertextiles-card/home,4.1,29,OPERATIONAL,12.9725182,77.5793569,Textile,B,Monday: 11:00 AM – 7:30 PM,https://maps.google.com/?cid=7418154563930046863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri Matching Creations,"Ground floor, Chickpet plaza, Chickpet Rd, Ragipet, Huriopet, Chickpet, Bengaluru, Karnataka 560085, India",099014 08661,,4.4,28,OPERATIONAL,12.9690994,77.5768685,Textile,B,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=16392491280760055629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri Textiles,"No-319, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",080 2238 0709,,4.1,520,OPERATIONAL,12.9702755,77.5747757,Textile,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=14551377104137418537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
"Surprise Ladies Blouse, Best Blouse shop in Bangalore","53 Jayanth plaza , 2nd floor, V.S Lane, Chickpet Rd, opp. Lane to Sudarshan silks head office, Ragipet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",099000 09033,http://www.surpriseladiesblouse.in/,4.3,1175,OPERATIONAL,12.9693263,77.5768111,Textile,B,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=4214015700059865402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Tailoring Materials. Srinivasa trading co,"#6/2 , 1st cross, PC Rd, Park Road, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",094488 20811,,4.5,17,OPERATIONAL,12.9738616,77.5747361,Textile,B,Monday: 11:00 AM – 8:00 PM,https://maps.google.com/?cid=6364597647103498758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Tarun Textiles blouse Pcs,"93, Madhu Market, AM Ln, near D B S Complex, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",078920 88244,,2.2,5,OPERATIONAL,12.9692797,77.5776815,Textile,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=5292255812351270116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
V.S TEXTILES,"shop #37, Rajatha complex, DK Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",099642 55872,http://www.vstextiles.in/,4.5,309,OPERATIONAL,12.968575,77.5783747,Textile,B,Monday: 11:00 AM – 7:30 PM,https://maps.google.com/?cid=645928562049412449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
VASSANT TEXTILE MILLS,"20 /3 D K LANE, SDJD BUILDING, Chickpete near NEXT TO DIGAMBAR JAIN TEMPLE &, opp. to Namboor Market, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",080 4112 3023,,4.6,16,OPERATIONAL,12.9691876,77.57845549999999,Textile,B,Monday: 9:00 AM – 8:00 PM,https://maps.google.com/?cid=571379843837576860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Wholesale textiles trading,"Maramma Temple St, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",,,4.1,21,OPERATIONAL,12.969636099999999,77.57844999999999,Textile,B,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=18389879600645905822&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
A R ELECTRONICS WHOLESALE TOY SHOP,"2nd floor, 13/5, PS Char Ln, cross, Chickpet, Bengaluru, Karnataka 560053, India",063636 53128,https://wa.me/c/919019053481,4.8,87,OPERATIONAL,12.9703901,77.5742902,Toys,A,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=7707851726220244469&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
BHERU TOYS,"Maruti Complex, 18/5, Kumbarpet Main Rd, Ragipet, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",094487 00392,https://www.instagram.com/bheru_toys?igsh=bDQ1c3M1YzFuYTY=,5,117,OPERATIONAL,12.9662095,77.5790372,Toys,A,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=10396638547543052255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
